Gene stable ID	GO term accession	GO term name	GO term definition	GO term evidence code	GO domain	Gene name
ENSMUSG00000035277	GO:0000122	negative regulation of transcription by RNA polymerase II	Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II.	IDA	biological_process	Arx
ENSMUSG00000035277	GO:0007411	axon guidance	The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0021759	globus pallidus development	The progression of the globus pallidus over time from its initial formation until its mature state. The globus pallidus is one of the basal ganglia involved with control of voluntary movement in the brain.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0021800	cerebral cortex tangential migration	The migration of cells in the cerebral cortex in which cells move orthogonally to the direction of radial migration and do not use radial glial cell processes as substrates for migration.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0021831	embryonic olfactory bulb interneuron precursor migration	The directed movement of individual interneuron precursors during the embryonic development of the olfactory bulb.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0021846	cell proliferation in forebrain	The creation of greater cell numbers in the forebrain due to cell division of progenitor cells.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0021853	cerebral cortex GABAergic interneuron migration	The migration of GABAergic interneuron precursors from the subpallium to the cerebral cortex.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0044241	lipid digestion	The whole of the physical, chemical, and biochemical processes carried out by living organisms to break down ingested lipids into components that may be easily absorbed and directed into metabolism.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0046622	positive regulation of organ growth	Any process that activates or increases the frequency, rate or extent of growth of an organ of an organism.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0072148	epithelial cell fate commitment	The process in which the developmental fate of a cell becomes restricted such that it will develop into an epithelial cell.	IMP	biological_process	Arx
ENSMUSG00000035277	GO:0048483	autonomic nervous system development	The process whose specific outcome is the progression of the autonomic nervous system over time, from its formation to the mature structure. The autonomic nervous system is composed of neurons that are not under conscious control, and is comprised of two antagonistic components, the sympathetic and parasympathetic nervous systems. The autonomic nervous system regulates key functions including the activity of the cardiac (heart) muscle, smooth muscles (e.g. of the gut), and glands.	IBA	biological_process	Arx
ENSMUSG00000035277	GO:0048484	enteric nervous system development	The process whose specific outcome is the progression of the enteric nervous system over time, from its formation to the mature structure. The enteric nervous system is composed of two ganglionated neural plexuses in the gut wall which form one of the three major divisions of the autonomic nervous system. The enteric nervous system innervates the gastrointestinal tract, the pancreas, and the gall bladder. It contains sensory neurons, interneurons, and motor neurons. Thus the circuitry can autonomously sense the tension and the chemical environment in the gut and regulate blood vessel tone, motility, secretions, and fluid transport. The system is itself governed by the central nervous system and receives both parasympathetic and sympathetic innervation.	IBA	biological_process	Arx
ENSMUSG00000035277	GO:1990837	sequence-specific double-stranded DNA binding	Interacting selectively and non-covalently with double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding.	ISO	molecular_function	Arx
ENSMUSG00000035277	GO:0043565	sequence-specific DNA binding	Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.	IEA	molecular_function	Arx
ENSMUSG00000040856						Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Dlk1
ENSMUSG00000040856	GO:0030154	cell differentiation	The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organisms life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state.	IEA	biological_process	Dlk1
ENSMUSG00000040856	GO:0045746	negative regulation of Notch signaling pathway	Any process that stops, prevents, or reduces the frequency, rate or extent of the Notch signaling pathway.	IEA	biological_process	Dlk1
ENSMUSG00000040856	GO:0005615	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0005509	calcium ion binding	Interacting selectively and non-covalently with calcium ions (Ca2+).	IEA	molecular_function	Dlk1
ENSMUSG00000040856	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Dlk1
ENSMUSG00000040856	GO:0016021	integral component of membrane	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	IEA	cellular_component	Dlk1
